,Unnamed: 0,Abstract,Authors,Journal,Link,Title,Year,LastAuthor,FirstAuthor,Lab,Author,Count,Team
134,297,"
    

    
      Biologists have long been fascinated with the organization and function of intricate protein complexes. Therefore, techniques for precisely imaging protein complexes and the location of proteins within these complexes are critically important and often require multidisciplinary collaboration. A challenge in these explorations is the limited resolution of conventional light microscopy. However, a new microscopic technique has circumvented this resolution limit by making the biological sample larger, thus allowing for super-resolution of the enlarged structure. This 'expansion' is accomplished by embedding the sample in a hydrogel that, when exposed to water, uniformly expands. Here, we present a protocol that transforms thick expansion microscopy (ExM) hydrogels into sections that are physically expanded four times, creating samples that are compatible with the super-resolution technique structured illumination microscopy (SIM). This super-resolution ExM method (ExM-SIM) allows the analysis of the three-dimensional (3D) organization of multiprotein complexes at ~30-nm lateral (xy) resolution. This protocol details the steps necessary for analysis of protein localization using ExM-SIM, including antibody labeling, hydrogel preparation, protease digestion, post-digestion antibody labeling, hydrogel embedding with tissue-freezing medium (TFM), cryosectioning, expansion, image alignment, and particle averaging. We have used this approach for 3D mapping of in situ protein localization in the Drosophila synaptonemal complex (SC), but it can be readily adapted to study thick tissues such as brain and organs in various model systems. This procedure can be completed in 5 d.
    

    
  ","Wang Y, Yu Z, Cahoon CK, Parmely T, Thomas N, Unruh JR, Slaughter BD, Hawley RS, ",Nature protocols,https://www.ncbi.nlm.nih.gov/pubmed/30072723,Combined Expansion Microscopy With Structured Illumination Microscopy for Analyzing Protein Complexes,2018,Hawley RS,Wang Y,Hawley,Parmely T,5,Tissue Culture
135,313,"
    

    
      Hox genes modulate the properties of hematopoietic stem cells (HSCs) and reacquired Hox expression in progenitors contributes to leukemogenesis. Here, our transcriptome and DNA methylome analyses revealed that Hoxb cluster and retinoid signaling genes are predominantly enriched in LT-HSCs, and this coordinate regulation of Hoxb expression is mediated by a retinoid-dependent cis-regulatory element, distal element RARE (DERARE). Deletion of the DERARE reduced Hoxb expression, resulting in changes to many downstream signaling pathways (e.g., non-canonical Wnt signaling) and loss of HSC self-renewal and reconstitution capacity. DNA methyltransferases mediate DNA methylation on the DERARE, leading to reduced Hoxb cluster expression. Acute myeloid leukemia patients with DNMT3A mutations exhibit DERARE hypomethylation, elevated HOXB expression, and adverse outcomes. CRISPR-Cas9-mediated specific DNA methylation at DERARE attenuated HOXB expression and alleviated leukemogenesis. Collectively, these findings demonstrate pivotal roles for retinoid signaling and the DERARE in maintaining HSCs and preventing leukemogenesis by coordinate regulation of Hoxb genes.
    

    
  ","Qian P, De Kumar B, He XC, Nolte C, Gogol MM, Ahn Y, Chen S, Li Z, Xu H, Perry JM, Hu D, Tao F, Zhao M, Han Y, Hall K, Peak A, Paulson A, Zhao C, Venkatraman A, Box AC, Perera AG, Haug JS, Parmely T, Li H, Krumlauf R, Li L, ",Cell stem cell,https://www.ncbi.nlm.nih.gov/pubmed/29727682,Retinoid-Sensitive Epigenetic Regulation of the Hoxb Cluster Maintains Normal Hematopoiesis and Inhibits Leukemogenesis,2018,Li L,Qian P,Li,Parmely T,5,Tissue Culture
136,11,"
    

    
      The mammalian imprinted Dlk1-Gtl2 locus produces multiple non-coding RNAs (ncRNAs) from the maternally inherited allele, including the largest miRNA cluster in the mammalian genome. This locus has characterized functions in some types of stem cell, but its role in hematopoietic stem cells (HSCs) is unknown. Here, we show that the Dlk1-Gtl2 locus plays a critical role in preserving long-term repopulating HSCs (LT-HSCs). Through transcriptome profiling in 17 hematopoietic cell types, we found that ncRNAs expressed from the Dlk1-Gtl2 locus are predominantly enriched in fetal liver HSCs and the adult LT-HSC population and sustain long-term HSC functionality. Mechanistically, the miRNA mega-cluster within the Dlk1-Gtl2 locus suppresses the entire PI3K-mTOR pathway. This regulation in turn inhibits mitochondrial biogenesis and metabolic activity and protects LT-HSCs from excessive reactive oxygen species (ROS) production. Our data therefore show that the imprinted Dlk1-Gtl2 locus preserves LT-HSC function by restricting mitochondrial metabolism.
    

    
  ","Qian P, He XC, Paulson A, Li Z, Tao F, Perry JM, Guo F, Zhao M, Zhi L, Venkatraman A, Haug JS, Parmely T, Li H, Dobrowsky RT, Ding WX, Kono T, Ferguson-Smith AC, Li L, ",Cell stem cell,http://www.ncbi.nlm.nih.gov/pubmed/26627594,The Dlk1-Gtl2 Locus Preserves LT-HSC Function by Inhibiting the PI3K-mTOR Pathway to Restrict Mitochondrial Metabolism,2015,Li L,Qian P,Li,Li H,20,CompBio
137,15,"
    

    
      The central question in stem cell regulation is how the balance between self-renewal and differentiation is controlled at the molecular level. This study uses germline stem cells (GSCs) in the Drosophila ovary to demonstrate that the Drosophila CCR4 homolog Twin is required intrinsically to promote both GSC self-renewal and progeny differentiation. Twin/CCR4 is one of the two catalytic subunits in the highly conserved CCR4-NOT mRNA deadenylase complex. Twin works within the CCR4-NOT complex to intrinsically maintain GSC self-renewal, at least partly by sustaining E-cadherin-mediated GSC-niche interaction and preventing transposable element-induced DNA damage. It promotes GSC progeny differentiation by forming protein complexes with differentiation factors Bam and Bgcn independently of other CCR4-NOT components. Interestingly, Bam can competitively inhibit the association of Twin with Pop2 in the CCR4-NOT complex. Therefore, this study demonstrates that Twin has important intrinsic roles in promoting GSC self-renewal and progeny differentiation by functioning in different protein complexes. 
    

    
  ","Fu Z, Geng C, Wang H, Yang Z, Weng C, Li H, Deng L, Liu L, Liu N, Ni J, Xie T, ",Cell reports,http://www.ncbi.nlm.nih.gov/pubmed/26549449,Twin Promotes the Maintenance and Differentiation of Germline Stem Cell Lineage Through Modulation of Multiple Pathways,2015,Xie T,Fu Z,Xie,Li H,20,CompBio
138,21,"
    

    
      Adult stem cells continuously undergo self-renewal and generate differentiated cells. In the Drosophila ovary, two separate niches control germ line stem cell (GSC) self-renewal and differentiation processes. Compared to the self-renewing niche, relatively little is known about the maintenance and function of the differentiation niche. In this study, we show that the cellular redox state regulated by Wnt signaling is critical for the maintenance and function of the differentiation niche to promote GSC progeny differentiation. Defective Wnt signaling causes the loss of the differentiation niche and the upregulated BMP signaling in differentiated GSC progeny, thereby disrupting germ cell differentiation. Mechanistically, Wnt signaling controls the expression of multiple glutathione-S-transferase family genes and the cellular redox state. Finally, Wnt2 and Wnt4 function redundantly to maintain active Wnt signaling in the differentiation niche. Therefore, this study has revealed a novel strategy for Wnt signaling in regulating the cellular redox state and maintaining the differentiation niche. 
    

    
  ","Wang S, Gao Y, Song X, Ma X, Zhu X, Mao Y, Yang Z, Ni J, Li H, Malanowski KE, Perera AG, Park J, Haug J, Xie T, ",eLife,http://www.ncbi.nlm.nih.gov/pubmed/26452202,Wnt Signaling-Mediated Redox Regulation Maintains the Germ Line Stem Cell Differentiation Niche,2015,Xie T,Wang S,Xie,Li H,20,CompBio
139,31,"
    

    
      Embryonic neural crest cells travel in discrete streams to precise locations throughout the head and body. We previously showed that cranial neural crest cells respond chemotactically to vascular endothelial growth factor (VEGF) and that cells within the migratory front have distinct behaviors and gene expression. We proposed a cell-induced gradient model in which lead neural crest cells read out directional information from a chemoattractant profile and instruct trailers to follow. In this study, we show that migrating chick neural crest cells do not display distinct lead and trailer gene expression profiles in culture. However, exposure to VEGF in vitro results in the upregulation of a small subset of genes associated with an in vivo lead cell signature. Timed addition and removal of VEGF in culture reveals the changes in neural crest cell gene expression are rapid. A computational model incorporating an integrate-and-switch mechanism between cellular phenotypes predicts migration efficiency is influenced by the timescale of cell behavior switching. To test the model hypothesis that neural crest cellular phenotypes respond to changes in the VEGF chemoattractant profile, we presented ectopic sources of VEGF to the trailer neural crest cell subpopulation and show diverted cell trajectories and stream alterations consistent with model predictions. Gene profiling of trailer cells that diverted and encountered VEGF revealed upregulation of a subset of 'lead' genes. Injection of neuropilin1 (Np1)-Fc into the trailer subpopulation or electroporation of VEGF morpholino to reduce VEGF signaling failed to alter trailer neural crest cell trajectories, suggesting trailers do not require VEGF to maintain coordinated migration. These results indicate that VEGF is one of the signals that establishes lead cell identity and its chemoattractant profile is critical to neural crest cell migration.
    

    
  ","McLennan R, Schumacher LJ, Morrison JA, Teddy JM, Ridenour DA, Box AC, Semerad CL, Li H, McDowell W, Kay D, Maini PK, Baker RE, Kulesa PM, ",Developmental biology,http://www.ncbi.nlm.nih.gov/pubmed/26278036,VEGF Signals Induce Trailblazer Cell Identity That Drives Neural Crest Migration,2015,Kulesa PM,McLennan R,Kulesa,Li H,20,CompBio
140,33,"
    

    
      In vertebrates, mechano-electrical transduction of sound is accomplished by sensory hair cells. Whereas mammalian hair cells are not replaced when lost, in fish they constantly renew and regenerate after injury. In vivo tracking and cell fate analyses of all dividing cells during lateral line hair cell regeneration revealed that support and hair cell progenitors localize to distinct tissue compartments. Importantly, we find that the balance between self-renewal and differentiation in these compartments is controlled by spatially restricted Notch signaling and its inhibition of Wnt-induced proliferation. The ability to simultaneously study and manipulate individual cell behaviors and multiple pathways in vivo transforms the lateral line into a powerful paradigm to mechanistically dissect sensory organ regeneration. The striking similarities to other vertebrate stem cell compartments uniquely place zebrafish to help elucidate why mammals possess such low capacity to regenerate hair cells. 
    

    
  ","Romero-Carvajal A, Navajas Acedo J, Jiang L, Kozlovskaja-Gumbrienė A, Alexander R, Li H, Piotrowski T, ",Developmental cell,http://www.ncbi.nlm.nih.gov/pubmed/26190147,Regeneration of Sensory Hair Cells Requires Localized Interactions Between the Notch and Wnt Pathways,2015,Piotrowski T,Romero-Carvajal A,Piotrowski,Li H,20,CompBio
141,41,"
    

    
      The clustered Hox genes, which are highly conserved across metazoans, encode homeodomain-containing transcription factors that provide a blueprint for segmental identity along the body axis. Recent studies have underscored that in addition to encoding Hox genes, the homeotic clusters contain key noncoding RNA genes that play a central role in development. In this study, we have taken advantage of genome-wide approaches to provide a detailed analysis of retinoic acid (RA)-induced transcriptional and epigenetic changes within the homeotic clusters of mouse embryonic stem cells. Although there is a general colinear response, our analyses suggest a lack of strict colinearity for several genes in the HoxA and HoxB clusters. We have identified transcribed novel noncoding RNAs (ncRNAs) and their cis-regulatory elements that function in response to RA and demonstrated that the expression of these ncRNAs from both strands represent some of the most rapidly induced transcripts in ES cells. Finally, we have provided dynamic analyses of chromatin modifications for the coding and noncoding genes expressed upon activation and suggest that active transcription can occur in the presence of chromatin modifications and machineries associated with repressed transcription state over the clusters. Overall, our data provide a resource for a better understanding of the dynamic nature of the coding and noncoding transcripts and their associated chromatin marks in the regulation of homeotic gene transcription during development. 
    

    
  ","De Kumar B, Parrish ME, Slaughter BD, Unruh JR, Gogol MM, Seidel CW, Paulson A, Li H, Gaudenz K, Peak A, McDowell W, Fleharty B, Ahn Y, Lin C, Smith E, Shilatifard A, Krumlauf R, ",Genome research,http://www.ncbi.nlm.nih.gov/pubmed/26025802,Analysis of Dynamic Changes in Retinoid-Induced Transcription and Epigenetic Profiles of Murine Hox Clusters in ES Cells,2015,Krumlauf R,De Kumar B,Krumlauf,Li H,20,CompBio
142,44,"
    

    
      Neural crest (NC) cell migration is crucial to the formation of peripheral tissues during vertebrate development. However, how NC cells respond to different microenvironments to maintain persistence of direction and cohesion in multicellular streams remains unclear. To address this, we profiled eight subregions of a typical cranial NC cell migratory stream. Hierarchical clustering showed significant differences in the expression profiles of the lead three subregions compared with newly emerged cells. Multiplexed imaging of mRNA expression using fluorescent hybridization chain reaction (HCR) quantitatively confirmed the expression profiles of lead cells. Computational modeling predicted that a small fraction of lead cells that detect directional information is optimal for successful stream migration. Single-cell profiling then revealed a unique molecular signature that is consistent and stable over time in a subset of lead cells within the most advanced portion of the migratory front, which we term trailblazers. Model simulations that forced a lead cell behavior in the trailing subpopulation predicted cell bunching near the migratory domain entrance. Misexpression of the trailblazer molecular signature by perturbation of two upstream transcription factors agreed with the in silico prediction and showed alterations to NC cell migration distance and stream shape. These data are the first to characterize the molecular diversity within an NC cell migratory stream and offer insights into how molecular patterns are transduced into cell behaviors. 
    

    
  ","McLennan R, Schumacher LJ, Morrison JA, Teddy JM, Ridenour DA, Box AC, Semerad CL, Li H, McDowell W, Kay D, Maini PK, Baker RE, Kulesa PM, ","Development (Cambridge, England)",http://www.ncbi.nlm.nih.gov/pubmed/25977364,Neural Crest Migration Is Driven by a Few Trailblazer Cells With a Unique Molecular Signature Narrowly Confined to the Invasive Front,2015,Kulesa PM,McLennan R,Kulesa,Li H,20,CompBio
143,120,"
    

    
      Maintenance of a regular chromatin structure over the coding regions of genes occurs co-transcriptionally via the 'chromatin resetting' pathway. One of the central players in this pathway is the histone methyltransferase Set2. Here we show that the loss of Set2 in yeast, Saccharomyces cerevisiae, results in transcription initiation of antisense RNAs embedded within body of protein-coding genes. These RNAs are distinct from the previously identified non-coding RNAs and cover 11% of the yeast genome. These RNA species have been named Set2-repressed antisense transcripts (SRATs) since the co-transcriptional addition of the H3K36 methyl mark by Set2 over their start sites results in their suppression. Interestingly, loss of chromatin resetting factor Set2 or the subsequent production of SRATs does not affect the abundance of the sense transcripts. This difference in transcriptional outcomes of overlapping transcripts due to a strand-independent addition of H3K36 methylation is a key regulatory feature of interleaved transcriptomes.
    

    
  ","Venkatesh S, Li H, Gogol MM, Workman JL, ",Nature communications,https://www.ncbi.nlm.nih.gov/pubmed/27892455,Selective Suppression of Antisense Transcription by Set2-mediated H3K36 Methylation,2016,Workman JL,Venkatesh S,Workman,Li H,20,CompBio
144,192,"
    

    
      Neural crest cells migrate throughout the embryo, but how cells move in a directed and collective manner has remained unclear. Here, we perform the first single-cell transcriptome analysis of cranial neural crest cell migration at three progressive stages in chick and identify and establish hierarchical relationships between cell position and time-specific transcriptional signatures. We determine a novel transcriptional signature of the most invasive neural crest Trailblazer cells that is consistent during migration and enriched for approximately 900 genes. Knockdown of several Trailblazer genes shows significant but modest changes to total distance migrated. However, in vivo expression analysis by RNAscope and immunohistochemistry reveals some salt and pepper patterns that include strong individual Trailblazer gene expression in cells within other subregions of the migratory stream. These data provide new insights into the molecular diversity and dynamics within a neural crest cell migratory stream that underlie complex directed and collective cell behaviors.
    

    
  ","Morrison JA, McLennan R, Wolfe LA, Gogol MM, Meier S, McKinney MC, Teddy JM, Holmes L, Semerad CL, Box AC, Li H, Hall KE, Perera AG, Kulesa PM, ",eLife,https://www.ncbi.nlm.nih.gov/pubmed/29199959,Single-cell Transcriptome Analysis of Avian Neural Crest Migration Reveals Signatures of Invasion and Molecular Transitions,2017,Kulesa PM,Morrison JA,Kulesa,Li H,20,CompBio
145,220,"
    

    
      Ribosomal DNA is one of the most variable regions in the human genome with respect to copy number. Despite the importance of rDNA for cellular function, we know virtually nothing about what governs its copy number, stability, and sequence in the mammalian genome due to challenges associated with mapping and analysis. We applied computational and droplet digital PCR approaches to measure rDNA copy number in normal and cancer states in human and mouse genomes. We find that copy number and sequence can change in cancer genomes. Counterintuitively, human cancer genomes show a loss of copies, accompanied by global copy number co-variation. The sequence can also be more variable in the cancer genome. Cancer genomes with lower copies have mutational evidence of mTOR hyperactivity. The PTEN phosphatase is a tumor suppressor that is critical for genome stability and a negative regulator of the mTOR kinase pathway. Surprisingly, but consistent with the human cancer genomes, hematopoietic cancer stem cells from a Pten-/- mouse model for leukemia have lower rDNA copy number than normal tissue, despite increased proliferation, rRNA production, and protein synthesis. Loss of copies occurs early and is associated with hypersensitivity to DNA damage. Therefore, copy loss is a recurrent feature in cancers associated with mTOR activation. Ribosomal DNA copy number may be a simple and useful indicator of whether a cancer will be sensitive to DNA damaging treatments.
    

    
  ","Xu B, Li H, Perry JM, Singh VP, Unruh JR, Yu Z, Zakari M, McDowell W, Li L, Gerton JL, ",PLoS genetics,https://www.ncbi.nlm.nih.gov/pubmed/28640831,Ribosomal DNA Copy Number Loss and Sequence Variation in Cancer,2017,Gerton JL,Xu B,Gerton,Li H,20,CompBio
146,266,"
    

    
      Fluorescently labeled ribosomal proteins can be used to detect and monitor the intracellular localization of these proteins. Both Rps2, a subunit of the 40S ribosome, and Rpl25, a subunit of the 60S ribosome, have been fused to the coding sequence of GFP at their C-termini and the fusions have been used to monitor their localization within cells using fluorescent microscopy. Normally these proteins are efficiently incorporated into ribosomes and exported into the cytoplasm where they exhibit a low uniform fluorescence. However, these Rps2- and Rpl25-GFP proteins accumulate in the nucleus of mutants defective in ribosome biogenesis or export. Here, we describe a single-cell quantitative method to assess the nuclear accumulation of ribosomal proteins using cytometry and biostatistics. This assay was developed for use with GFP reporters for ribosome biogenesis in budding yeast but could be adapted for use with any GFP reporter that accumulates into the nucleus under adverse conditions.
    

    
  ","Kim DH, Box AC, Li H, Gerton JL, ","Methods in molecular biology (Clifton, N.J.)",https://www.ncbi.nlm.nih.gov/pubmed/27797082,Using Fluorescent Reporters in Conjunction With Cytometry and Statistics to Assess Nuclear Accumulation of Ribosomal Proteins,2017,Gerton JL,Kim DH,Gerton,Li H,20,CompBio
147,290,"
    

    
      Transplantation of hematopoietic stem cells (HSCs) from human umbilical cord blood (hUCB) holds great promise for treating a broad spectrum of hematological disorders including cancer. However, the limited number of HSCs in a single hUCB unit restricts its widespread use. Although extensive efforts have led to multiple methods for ex vivo expansion of human HSCs by targeting single molecules or pathways, it remains unknown whether it is possible to simultaneously manipulate the large number of targets essential for stem cell self-renewal. Recent studies indicate that N","Li Z, Qian P, Shao W, Shi H, He XC, Gogol MM, Yu Z, Wang Y, Qi M, Zhu Y, Perry JM, Zhang K, Tao F, Zhou K, Hu D, Han Y, Zhao C, Alexander R, Xu H, Chen S, Peak A, Hall K, Peterson M, Perera AG, Haug JS, Parmely T, Li H, Shen B, Zeitlinger J, He C, Li L, ",Cell research,https://www.ncbi.nlm.nih.gov/pubmed/30065315,Suppression of M 6 A Reader Ythdf2 Promotes Hematopoietic Stem Cell Expansion,2018,Li L,Li Z,Li,Li H,20,CompBio
148,307,"
    

    
      Proliferating cells known as neoblasts include pluripotent stem cells (PSCs) that sustain tissue homeostasis and regeneration of lost body parts in planarians. However, the lack of markers to prospectively identify and isolate these adult PSCs has significantly hampered their characterization. We used single-cell RNA sequencing (scRNA-seq) and single-cell transplantation to address this long-standing issue. Large-scale scRNA-seq of sorted neoblasts unveiled a novel subtype of neoblast (Nb2) characterized by high levels of PIWI-1 mRNA and protein and marked by a conserved cell-surface protein-coding gene, tetraspanin 1 (tspan-1). tspan-1-positive cells survived sub-lethal irradiation, underwent clonal expansion to repopulate whole animals, and when purified with an anti-TSPAN-1 antibody, rescued the viability of lethally irradiated animals after single-cell transplantation. The first prospective isolation of an adult PSC bridges a conceptual dichotomy between functionally and molecularly defined neoblasts, shedding light on mechanisms governing in vivo pluripotency and a source of regeneration in animals. VIDEO ABSTRACT.
    

    
  ","Zeng A, Li H, Guo L, Gao X, McKinney SA,, Wang Y, Yu Z, Park J, Semerad C, Ross E, Cheng LC, Davies E, Lei K, Wang W, Perera AG, Hall K, Peak A, Box AC, Sánchez Alvarado A, ",Cell,https://www.ncbi.nlm.nih.gov/pubmed/29906446,Prospectively Isolated Tetraspanin + Neoblasts Are Adult Pluripotent Stem Cells Underlying Planaria Regeneration,2018,Sánchez Alvarado A,Zeng A,Sánchez,Li H,20,CompBio
149,313,"
    

    
      Hox genes modulate the properties of hematopoietic stem cells (HSCs) and reacquired Hox expression in progenitors contributes to leukemogenesis. Here, our transcriptome and DNA methylome analyses revealed that Hoxb cluster and retinoid signaling genes are predominantly enriched in LT-HSCs, and this coordinate regulation of Hoxb expression is mediated by a retinoid-dependent cis-regulatory element, distal element RARE (DERARE). Deletion of the DERARE reduced Hoxb expression, resulting in changes to many downstream signaling pathways (e.g., non-canonical Wnt signaling) and loss of HSC self-renewal and reconstitution capacity. DNA methyltransferases mediate DNA methylation on the DERARE, leading to reduced Hoxb cluster expression. Acute myeloid leukemia patients with DNMT3A mutations exhibit DERARE hypomethylation, elevated HOXB expression, and adverse outcomes. CRISPR-Cas9-mediated specific DNA methylation at DERARE attenuated HOXB expression and alleviated leukemogenesis. Collectively, these findings demonstrate pivotal roles for retinoid signaling and the DERARE in maintaining HSCs and preventing leukemogenesis by coordinate regulation of Hoxb genes.
    

    
  ","Qian P, De Kumar B, He XC, Nolte C, Gogol MM, Ahn Y, Chen S, Li Z, Xu H, Perry JM, Hu D, Tao F, Zhao M, Han Y, Hall K, Peak A, Paulson A, Zhao C, Venkatraman A, Box AC, Perera AG, Haug JS, Parmely T, Li H, Krumlauf R, Li L, ",Cell stem cell,https://www.ncbi.nlm.nih.gov/pubmed/29727682,Retinoid-Sensitive Epigenetic Regulation of the Hoxb Cluster Maintains Normal Hematopoiesis and Inhibits Leukemogenesis,2018,Li L,Qian P,Li,Li H,20,CompBio
150,375,"
    

    
      Piwi-interacting RNAs (piRNAs) are important for repressing transposable elements (TEs) and modulating gene expression in germ cells, thereby maintaining genome stability and germ cell function. Although they are also important for maintaining germline stem cells (GSCs) in the ","Story B, Ma X, Ishihara K, Li H, Hall K, Peak A, Perera AG, Park J, Haug J, Blanchette M, Xie T, ",Life science alliance,https://www.ncbi.nlm.nih.gov/pubmed/31624801,Defining the Expression of piRNA and Transposable Elements in Drosophila Ovarian Germline Stem Cells and Somatic Support Cells,2019,Xie T,Story B,Xie,Li H,20,CompBio
151,383,"
    

    
      Planar cell polarity (PCP) plays crucial roles in developmental processes such as gastrulation, neural tube closure and hearing. Wnt pathway mutants are often classified as PCP mutants due to similarities between their phenotypes. Here, we show that in the zebrafish lateral line, disruptions of the PCP and Wnt pathways have differential effects on hair cell orientations. While mutations in the PCP genes vangl2 and scrib cause random orientations of hair cells, mutations in wnt11f1, gpc4 and fzd7a/b induce hair cells to adopt a concentric pattern. This concentric pattern is not caused by defects in PCP but is due to misaligned support cells. The molecular basis of the support cell defect is unknown but we demonstrate that the PCP and Wnt pathways work in parallel to establish proper hair cell orientation. Consequently, hair cell orientation defects are not solely explained by defects in PCP signaling, and some hair cell phenotypes warrant re-evaluation.
    

    
  ","Navajas Acedo J, Voas MG, Alexander R, Woolley T, Unruh JR, Li H, Moens C, Piotrowski T, ",Nature communications,https://www.ncbi.nlm.nih.gov/pubmed/31488837,PCP and Wnt Pathway Components Act in Parallel During Zebrafish Mechanosensory Hair Cell Orientation,2019,Piotrowski T,Navajas Acedo J,Piotrowski,Li H,20,CompBio
152,403,"
    

    
      The spatial organization of the genome is enigmatic. Direct evidence of physical contacts between chromosomes and their visualization at nanoscale resolution has been limited. We used superresolution microscopy to demonstrate that ribosomal DNA (rDNA) can form linkages between chromosomes. We observed rDNA linkages in many different human cell types and demonstrated their resolution in anaphase. rDNA linkages are coated by the transcription factor UBF and their formation depends on UBF, indicating that they regularly occur between transcriptionally active loci. Overexpression of c-Myc increases rDNA transcription and the frequency of rDNA linkages, further suggesting that their formation depends on active transcription. Linkages persist in the absence of cohesion, but inhibition of topoisomerase II prevents their resolution in anaphase. We propose that linkages are topological intertwines occurring between transcriptionally active rDNA loci spatially colocated in the same nucleolar compartment. Our findings suggest that active DNA loci engage in physical interchromosomal connections that are an integral and pervasive feature of genome organization.
    

    
  ","Potapova TA, Unruh JR, Yu Z, Rancati G, Li H, Stampfer MR, Gerton JL, ",The Journal of cell biology,https://www.ncbi.nlm.nih.gov/pubmed/31270138,Superresolution Microscopy Reveals Linkages Between Ribosomal DNA on Heterologous Chromosomes,2019,Gerton JL,Potapova TA,Gerton,Li H,20,CompBio
153,408,"
    

    
      FACT (facilitates chromatin transcription) is an evolutionarily conserved histone chaperone that was initially identified as an activity capable of promoting RNA polymerase II (Pol II) transcription through nucleosomes in vitro. In this report, we describe a global analysis of FACT function in Pol II transcription in Drosophila. We present evidence that loss of FACT has a dramatic impact on Pol II elongation-coupled processes including histone H3 lysine 4 (H3K4) and H3K36 methylation, consistent with a role for FACT in coordinating histone modification and chromatin architecture during Pol II transcription. Importantly, we identify a role for FACT in the maintenance of promoter-proximal Pol II pausing, a key step in transcription activation in higher eukaryotes. These findings bring to light a broader role for FACT in the regulation of Pol II transcription.
    

    
  ","Tettey TT, Gao X, Shao W, Li H, Story BA, Chitsazan AD, Glaser RL, Goode ZH, Seidel CW, Conaway RC, Zeitlinger J, Blanchette M, Conaway JW, ",Cell reports,https://www.ncbi.nlm.nih.gov/pubmed/31242411,A Role for FACT in RNA Polymerase II Promoter-Proximal Pausing,2019,Conaway JW,Tettey TT,Conaway,Li H,20,CompBio
154,485,"
    

    
      5-Methylcytosine (m","Zou F, Tu R, Duan B, Yang Z, Ping Z, Song X, Chen S, Price A, Li H, Scott A, Perera AG, Li S, Xie T, ",Proceedings of the National Academy of Sciences of the United States of America,https://www.ncbi.nlm.nih.gov/pubmed/32015133,Drosophila YBX1 Homolog YPS Promotes Ovarian Germ Line Stem Cell Development by Preferentially Recognizing 5-methylcytosine RNAs,2020,Xie T,Zou F,Xie,Li H,20,CompBio
155,20,"
    

    
      Neoblasts are an abundant, heterogeneous population of adult stem cells (ASCs) that facilitate the maintenance of planarian tissues and organs, providing a powerful system to study ASC self-renewal and differentiation dynamics. It is unknown how the collective output of neoblasts transit through differentiation pathways to produce specific cell types. The planarian epidermis is a simple tissue that undergoes rapid turnover. We found that as epidermal progeny differentiate, they progress through multiple spatiotemporal transition states with distinct gene expression profiles. We also identified a conserved early growth response family transcription factor, egr-5, that is essential for epidermal differentiation. Disruption of epidermal integrity by egr-5 RNAi triggers a global stress response that induces the proliferation of neoblasts and the concomitant expansion of not only epidermal, but also multiple progenitor cell populations. Our results further establish the planarian epidermis as a novel paradigm to uncover the molecular mechanisms regulating ASC specification in vivo. 
    

    
  ","Tu KC, Cheng LC, T K Vu H, Lange JJ, McKinney SA,A, Seidel CW, Sánchez Alvarado A, ",eLife,http://www.ncbi.nlm.nih.gov/pubmed/26457503,Egr-5 Is a Post-Mitotic Regulator of Planarian Epidermal Differentiation,2015,Sánchez Alvarado A,Tu KC,Sánchez,Lange JJ,12,Microscopy
156,195,"
    

    
      The kinetochore is a large, evolutionarily conserved protein structure that connects chromosomes with microtubules. During chromosome segregation, outer kinetochore components track depolymerizing ends of microtubules to facilitate the separation of chromosomes into two cells. In budding yeast, each chromosome has a point centromere upon which a single kinetochore is built, which attaches to a single microtubule. This defined architecture facilitates quantitative examination of kinetochores during the cell cycle. Using three independent measures-calibrated imaging, FRAP, and photoconversion-we find that the Dam1 submodule is unchanged during anaphase, whereas MIND and Ndc80 submodules add copies to form an ""anaphase configuration"" kinetochore. Microtubule depolymerization and kinesin-related motors contribute to copy addition. Mathematical simulations indicate that the addition of microtubule attachments could facilitate tracking during rapid microtubule depolymerization. We speculate that the minimal kinetochore configuration, which exists from G1 through metaphase, allows for correction of misattachments. Our study provides insight into dynamics and plasticity of the kinetochore structure during chromosome segregation in living cells.
    

    
  ","Dhatchinamoorthy K, Shivaraju M, Lange JJ, Rubinstein BY, Unruh JR, Slaughter BD, Gerton JL, ",The Journal of cell biology,https://www.ncbi.nlm.nih.gov/pubmed/28939613,Structural Plasticity of the Living Kinetochore,2017,Gerton JL,Dhatchinamoorthy K,Gerton,Lange JJ,12,Microscopy
157,222,"
    

    
      Meiotic drivers are selfish genes that bias their transmission into gametes, defying Mendelian inheritance. Despite the significant impact of these genomic parasites on evolution and infertility, few meiotic drive loci have been identified or mechanistically characterized. Here, we demonstrate a complex landscape of meiotic drive genes on chromosome 3 of the fission yeasts ","Nuckolls NL, Bravo Núñez MA, Eickbush MT, Young JM, Lange JJ, Yu JS, Smith GR, Jaspersen SL, Malik HS, Zanders SE, ",eLife,https://www.ncbi.nlm.nih.gov/pubmed/28631612,wtf Genes Are Prolific Dual Poison-Antidote Meiotic Drivers,2017,Zanders SE,Nuckolls NL,Zanders,Lange JJ,12,Microscopy
